constructorId,driverId,driverNumber,engineManufacturerId,gap,gridPosition,interval,laps,points,position,race,reasonRetired,time,timePenalty,tyreManufacturerId,year
haas,esteban-gutierrez,21,ferrari,+1 lap,11,,66,,11,12-germany,,,,pirelli,2016
mclaren,fernando-alonso,14,honda,+1 lap,13,,66,,12,12-germany,,,,pirelli,2016
haas,romain-grosjean,8,ferrari,+1 lap,20,,66,,13,12-germany,,,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1 lap,15,,66,,14,12-germany,,,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1 lap,18,,66,,15,12-germany,,,,pirelli,2016
renault,kevin-magnussen,20,renault,+1 lap,16,,66,,16,12-germany,,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+2 laps,17,,65,,17,12-germany,,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+2 laps,22,,65,,18,12-germany,,,,pirelli,2016
renault,jolyon-palmer,30,renault,+2 laps,14,,65,,19,12-germany,,,,pirelli,2016
manor,rio-haryanto,88,mercedes,+2 laps,19,,65,,20,12-germany,,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,,21,,57,,DNF,12-germany,Power unit,,,pirelli,2016
williams,felipe-massa,19,mercedes,,10,,36,,DNF,12-germany,Suspension,,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,1,,44,25,1,13-belgium,,1:44:51.058,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+14.113,5,+14.113,44,18,2,13-belgium,,1:45:05.171,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+27.634,21,+13.521,44,15,3,13-belgium,,1:45:18.692,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+35.907,7,+8.273,44,12,4,13-belgium,,1:45:26.965,,pirelli,2016
force-india,sergio-perez,11,mercedes,+40.660,6,+4.753,44,10,5,13-belgium,,1:45:31.718,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+45.394,4,+4.734,44,8,6,13-belgium,,1:45:36.452,,pirelli,2016
mclaren,fernando-alonso,14,honda,+59.445,22,+14.051,44,6,7,13-belgium,,1:45:50.503,,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1:00.151,8,+0.706,44,4,8,13-belgium,,1:45:51.209,,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1:01.109,3,+0.958,44,2,9,13-belgium,,1:45:52.167,,pirelli,2016
williams,felipe-massa,19,mercedes,+1:05.873,10,+4.764,44,1,10,13-belgium,,1:45:56.931,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1:11.138,2,+5.265,44,,11,13-belgium,,1:46:02.196,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1:13.877,18,+2.739,44,,12,13-belgium,,1:46:04.935,,pirelli,2016
haas,romain-grosjean,8,ferrari,+1:16.474,11,+2.597,44,,13,13-belgium,,1:46:07.532,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1:27.097,19,+10.623,44,,14,13-belgium,,1:46:18.155,,pirelli,2016
renault,jolyon-palmer,30,renault,+1:33.165,13,+6.068,44,,15,13-belgium,,1:46:24.223,,pirelli,2016
manor,esteban-ocon,31,mercedes,+1 lap,17,,43,,16,13-belgium,,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,+1 lap,16,,43,,17,13-belgium,,,,pirelli,2016
renault,kevin-magnussen,20,renault,,12,,5,,DNF,13-belgium,Accident,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,20,,3,,DNF,13-belgium,Gearbox,,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,,14,,1,,DNF,13-belgium,Puncture damage,,,pirelli,2016
mclaren,jenson-button,22,honda,,9,,1,,DNF,13-belgium,Collision damage,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,15,,0,,DNF,13-belgium,Collision,,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,2,,53,25,1,14-italy,,1:17:28.089,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+15.070,1,+15.070,53,18,2,14-italy,,1:17:43.159,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+20.990,3,+5.920,53,15,3,14-italy,,1:17:49.079,,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+27.561,4,+6.571,53,12,4,14-italy,,1:17:55.650,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+45.295,6,+17.734,53,10,5,14-italy,,1:18:13.384,,pirelli,2016
williams,valtteri-bottas,77,mercedes,+51.015,5,+5.720,53,8,6,14-italy,,1:18:19.104,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+54.236,7,+3.221,53,6,7,14-italy,,1:18:22.325,,pirelli,2016
force-india,sergio-perez,11,mercedes,+1:04.954,8,+10.718,53,4,8,14-italy,,1:18:33.043,,pirelli,2016
williams,felipe-massa,19,mercedes,+1:05.617,11,+0.663,53,2,9,14-italy,,1:18:33.706,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1:18.656,9,+13.039,53,1,10,14-italy,,1:18:46.745,,pirelli,2016
haas,romain-grosjean,8,ferrari,+1 lap,17,,52,,11,14-italy,,,,pirelli,2016
mclaren,jenson-button,22,honda,+1 lap,14,,52,,12,14-italy,,,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1 lap,10,,52,,13,14-italy,,,,pirelli,2016
mclaren,fernando-alonso,14,honda,+1 lap,12,,52,,14,14-italy,,,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1 lap,15,,52,,15,14-italy,,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+1 lap,19,,52,,16,14-italy,,,,pirelli,2016
renault,kevin-magnussen,20,renault,+1 lap,21,,52,,17,14-italy,,,,pirelli,2016
manor,esteban-ocon,31,mercedes,+2 laps,22,,51,,18,14-italy,,,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,16,,36,,DNF,14-italy,Battery,,5.000,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,13,,26,,DNF,14-italy,Oil leak,,,pirelli,2016
renault,jolyon-palmer,30,renault,,20,,7,,DNF,14-italy,Collision damage,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,,18,,6,,DNF,14-italy,Collision damage,,10.000,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,1,,61,25,1,15-singapore,,1:55:48.950,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.488,2,+0.488,61,18,2,15-singapore,,1:55:49.438,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+8.038,3,+7.550,61,15,3,15-singapore,,1:55:56.988,,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+10.219,5,+2.181,61,12,4,15-singapore,,1:55:59.169,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+27.694,22,+17.475,61,10,5,15-singapore,,1:56:16.644,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1:11.197,4,+43.503,61,8,6,15-singapore,,1:57:00.147,,pirelli,2016
mclaren,fernando-alonso,14,honda,+1:29.198,9,+18.001,61,6,7,15-singapore,,1:57:18.148,,pirelli,2016
force-india,sergio-perez,11,mercedes,+1:51.062,17,+21.864,61,4,8,15-singapore,,1:57:40.012,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1:51.557,7,+0.495,61,2,9,15-singapore,,1:57:40.507,,pirelli,2016
renault,kevin-magnussen,20,renault,+1:59.952,15,+8.395,61,1,10,15-singapore,,1:57:48.902,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1 lap,13,,60,,11,15-singapore,,,,pirelli,2016
williams,felipe-massa,19,mercedes,+1 lap,11,,60,,12,15-singapore,,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,+1 lap,16,,60,,13,15-singapore,,,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1 lap,6,,60,,14,15-singapore,,,,pirelli,2016
renault,jolyon-palmer,30,renault,+1 lap,18,,60,,15,15-singapore,,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1 lap,19,,60,,16,15-singapore,,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+1 lap,14,,60,,17,15-singapore,,,,pirelli,2016
manor,esteban-ocon,31,mercedes,+2 laps,21,,59,,18,15-singapore,,,,pirelli,2016
mclaren,jenson-button,22,honda,,12,,43,,DNF,15-singapore,Brakes,,,pirelli,2016
williams,valtteri-bottas,77,mercedes,,10,,35,,DNF,15-singapore,Overheating,,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,,8,,0,,DNF,15-singapore,Collision,,,pirelli,2016
haas,romain-grosjean,8,ferrari,,20,,,,DNS,15-singapore,Brakes,,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,,4,,56,25,1,16-malaysia,,1:37:12.776,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+2.443,3,+2.443,56,18,2,16-malaysia,,1:37:15.219,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+25.516,2,+23.073,56,15,3,16-malaysia,,1:37:38.292,10.000,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+28.785,6,+3.269,56,12,4,16-malaysia,,1:37:41.561,,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1:01.582,11,+32.797,56,10,5,16-malaysia,,1:38:14.358,,pirelli,2016
force-india,sergio-perez,11,mercedes,+1:03.794,7,+2.212,56,8,6,16-malaysia,,1:38:16.570,,pirelli,2016
mclaren,fernando-alonso,14,honda,+1:05.205,22,+1.411,56,6,7,16-malaysia,,1:38:17.981,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1:14.062,8,+8.857,56,4,8,16-malaysia,,1:38:26.838,,pirelli,2016
mclaren,jenson-button,22,honda,+1:21.816,9,+7.754,56,2,9,16-malaysia,,1:38:34.592,,pirelli,2016
renault,jolyon-palmer,30,renault,+1:35.466,19,+13.650,56,1,10,16-malaysia,,1:38:48.242,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1:38.878,16,+3.412,56,,11,16-malaysia,,1:38:51.654,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+1 lap,17,,55,,12,16-malaysia,,,,pirelli,2016
williams,felipe-massa,19,mercedes,+1 lap,10,,55,,13,16-malaysia,,,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1 lap,15,,55,,14,16-malaysia,,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1 lap,21,,55,,15,16-malaysia,,,,pirelli,2016
manor,esteban-ocon,31,mercedes,+1 lap,20,,55,,16,16-malaysia,,,10.000,pirelli,2016
sauber,felipe-nasr,12,ferrari,,18,,46,,DNF,16-malaysia,Brakes,,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,1,,40,,DNF,16-malaysia,Engine,,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,13,,39,,DNF,16-malaysia,Wheel,,,pirelli,2016
renault,kevin-magnussen,20,renault,,14,,17,,DNF,16-malaysia,Power loss,,,pirelli,2016
haas,romain-grosjean,8,ferrari,,12,,7,,DNF,16-malaysia,Brakes,,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,,5,,0,,DNF,16-malaysia,Collision,,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,1,,53,25,1,17-japan,,1:26:43.333,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+4.978,3,+4.978,53,18,2,17-japan,,1:26:48.311,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+5.776,2,+0.798,53,15,3,17-japan,,1:26:49.109,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+20.269,6,+14.493,53,12,4,17-japan,,1:27:03.602,,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+28.370,8,+8.101,53,10,5,17-japan,,1:27:11.703,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+33.941,4,+5.571,53,8,6,17-japan,,1:27:17.274,,pirelli,2016
force-india,sergio-perez,11,mercedes,+57.495,5,+23.554,53,6,7,17-japan,,1:27:40.828,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+59.177,9,+1.682,53,4,8,17-japan,,1:27:42.510,,pirelli,2016
williams,felipe-massa,19,mercedes,+1:37.763,12,+38.586,53,2,9,17-japan,,1:28:21.096,,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1:38.323,11,+0.560,53,1,10,17-japan,,1:28:21.656,,pirelli,2016
haas,romain-grosjean,8,ferrari,+1:39.254,7,+0.931,53,,11,17-japan,,1:28:22.587,,pirelli,2016
renault,jolyon-palmer,30,renault,+1 lap,16,,52,,12,17-japan,,,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1 lap,13,,52,,13,17-japan,,,,pirelli,2016
renault,kevin-magnussen,20,renault,+1 lap,17,,52,,14,17-japan,,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+1 lap,18,,52,,15,17-japan,,,,pirelli,2016
mclaren,fernando-alonso,14,honda,+1 lap,15,,52,,16,17-japan,,,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1 lap,14,,52,,17,17-japan,,,,pirelli,2016
mclaren,jenson-button,22,honda,+1 lap,22,,52,,18,17-japan,,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,+1 lap,19,,52,,19,17-japan,,,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1 lap,10,,52,,20,17-japan,,,,pirelli,2016
manor,esteban-ocon,31,mercedes,+1 lap,20,,52,,21,17-japan,,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1 lap,21,,52,,22,17-japan,,,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,1,,56,25,1,18-united-states,,1:38:12.618,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+4.520,2,+4.520,56,18,2,18-united-states,,1:38:17.138,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+19.692,3,+15.172,56,15,3,18-united-states,,1:38:32.310,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+43.134,6,+23.442,56,12,4,18-united-states,,1:38:55.752,,pirelli,2016
mclaren,fernando-alonso,14,honda,+1:33.953,12,+50.819,56,10,5,18-united-states,,1:39:46.571,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1:36.124,10,+2.171,56,8,6,18-united-states,,1:39:48.742,,pirelli,2016
williams,felipe-massa,19,mercedes,+1 lap,9,,55,6,7,18-united-states,,,,pirelli,2016
force-india,sergio-perez,11,mercedes,+1 lap,11,,55,4,8,18-united-states,,,,pirelli,2016
mclaren,jenson-button,22,honda,+1 lap,19,,55,2,9,18-united-states,,,,pirelli,2016
haas,romain-grosjean,8,ferrari,+1 lap,17,,55,1,10,18-united-states,,,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1 lap,13,,55,,11,18-united-states,,,,pirelli,2016
renault,kevin-magnussen,20,renault,+1 lap,18,,55,,12,18-united-states,,,5.000,pirelli,2016
renault,jolyon-palmer,30,renault,+1 lap,15,,55,,13,18-united-states,,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+1 lap,16,,55,,14,18-united-states,,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,+1 lap,21,,55,,15,18-united-states,,,,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1 lap,8,,55,,16,18-united-states,,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1 lap,20,,55,,17,18-united-states,,,,pirelli,2016
manor,esteban-ocon,31,mercedes,+2 laps,22,,54,,18,18-united-states,,,,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,,5,,38,,DNF,18-united-states,Loose wheel,,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,,4,,28,,DNF,18-united-states,Gearbox,,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,14,,16,,DNF,18-united-states,Brakes,,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,,7,,1,,DNF,18-united-states,Collision damage,,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,1,,71,25,1,19-mexico,,1:40:31.402,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+8.354,2,+8.354,71,18,2,19-mexico,,1:40:39.756,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+20.858,4,+12.504,71,15,3,19-mexico,,1:40:52.260,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+21.323,3,+0.465,71,12,4,19-mexico,,1:40:52.725,5.000,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+27.313,7,+5.990,71,10,5,19-mexico,,1:40:58.715,10.000,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+49.376,6,+22.063,71,8,6,19-mexico,,1:41:20.778,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+58.891,5,+9.515,71,6,7,19-mexico,,1:41:30.293,,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1:05.612,8,+6.721,71,4,8,19-mexico,,1:41:37.014,,pirelli,2016
williams,felipe-massa,19,mercedes,+1:16.206,9,+10.594,71,2,9,19-mexico,,1:41:47.608,,pirelli,2016
force-india,sergio-perez,11,mercedes,+1:16.798,12,+0.592,71,1,10,19-mexico,,1:41:48.200,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+1 lap,15,,70,,11,19-mexico,,,,pirelli,2016
mclaren,jenson-button,22,honda,+1 lap,13,,70,,12,19-mexico,,,,pirelli,2016
mclaren,fernando-alonso,14,honda,+1 lap,11,,70,,13,19-mexico,,,,pirelli,2016
renault,jolyon-palmer,30,renault,+1 lap,21,,70,,14,19-mexico,,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,+1 lap,19,,70,,15,19-mexico,,,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1 lap,10,,70,,16,19-mexico,,,5.000,pirelli,2016
renault,kevin-magnussen,20,renault,+1 lap,14,,70,,17,19-mexico,,,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1 lap,18,,70,,18,19-mexico,,,5.000,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1 lap,17,,70,,19,19-mexico,,,,pirelli,2016
haas,romain-grosjean,8,ferrari,+1 lap,PL,,70,,20,19-mexico,,,,pirelli,2016
manor,esteban-ocon,31,mercedes,+2 laps,20,,69,,21,19-mexico,,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,16,,0,,DNF,19-mexico,Collision,,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,1,,71,25,1,20-brazil,,3:01:01.335,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+11.455,2,+11.455,71,18,2,20-brazil,,3:01:12.790,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+21.481,4,+10.026,71,15,3,20-brazil,,3:01:22.816,,pirelli,2016
force-india,sergio-perez,11,mercedes,+25.346,9,+3.865,71,12,4,20-brazil,,3:01:26.681,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+26.334,5,+0.988,71,10,5,20-brazil,,3:01:27.669,,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+29.160,15,+2.826,71,8,6,20-brazil,,3:01:30.495,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+29.827,8,+0.667,71,6,7,20-brazil,,3:01:31.162,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+30.486,6,+0.659,71,4,8,20-brazil,,3:01:31.821,5.000,pirelli,2016
sauber,felipe-nasr,12,ferrari,+42.620,21,+12.134,71,2,9,20-brazil,,3:01:43.955,,pirelli,2016
mclaren,fernando-alonso,14,honda,+44.432,10,+1.812,71,1,10,20-brazil,,3:01:45.767,,pirelli,2016
williams,valtteri-bottas,77,mercedes,+45.292,11,+0.860,71,,11,20-brazil,,3:01:46.627,,pirelli,2016
manor,esteban-ocon,31,mercedes,+45.809,22,+0.517,71,,12,20-brazil,,3:01:47.144,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+51.192,14,+5.383,71,,13,20-brazil,,3:01:52.527,,pirelli,2016
renault,kevin-magnussen,20,renault,+51.555,18,+0.363,71,,14,20-brazil,,3:01:52.890,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1:00.498,19,+8.943,71,,15,20-brazil,,3:02:01.833,,pirelli,2016
mclaren,jenson-button,22,honda,+1:21.994,17,+21.496,71,,16,20-brazil,,3:02:23.329,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,12,,60,,DNF,20-brazil,Electrical,,,pirelli,2016
williams,felipe-massa,19,mercedes,,13,,46,,DNF,20-brazil,Accident,,5.000,pirelli,2016
renault,jolyon-palmer,30,renault,,16,,20,,DNF,20-brazil,Collision damage,,,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,,3,,19,,DNF,20-brazil,Accident,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,20,,11,,DNF,20-brazil,Accident,,,pirelli,2016
haas,romain-grosjean,8,ferrari,,7,,,,DNS,20-brazil,Accident,,,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,1,,55,25,1,21-abu-dhabi,,1:38:04.013,,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.439,2,+0.439,55,18,2,21-abu-dhabi,,1:38:04.452,,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.843,5,+0.404,55,15,3,21-abu-dhabi,,1:38:04.856,,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1.685,6,+0.842,55,12,4,21-abu-dhabi,,1:38:05.698,,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+5.315,3,+3.630,55,10,5,21-abu-dhabi,,1:38:09.328,,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+18.816,4,+13.501,55,8,6,21-abu-dhabi,,1:38:22.829,,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+50.114,7,+31.298,55,6,7,21-abu-dhabi,,1:38:54.127,,pirelli,2016
force-india,sergio-perez,11,mercedes,+58.776,8,+8.662,55,4,8,21-abu-dhabi,,1:39:02.789,,pirelli,2016
williams,felipe-massa,19,mercedes,+59.436,10,+0.660,55,2,9,21-abu-dhabi,,1:39:03.449,,pirelli,2016
mclaren,fernando-alonso,14,honda,+59.896,9,+0.460,55,1,10,21-abu-dhabi,,1:39:03.909,,pirelli,2016
haas,romain-grosjean,8,ferrari,+1:16.777,14,+16.881,55,,11,21-abu-dhabi,,1:39:20.790,,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1:35.113,13,+18.336,55,,12,21-abu-dhabi,,1:39:39.126,,pirelli,2016
manor,esteban-ocon,31,mercedes,+1 lap,20,,54,,13,21-abu-dhabi,,,,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1 lap,16,,54,,14,21-abu-dhabi,,,,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+1 lap,22,,54,,15,21-abu-dhabi,,,,pirelli,2016
sauber,felipe-nasr,12,ferrari,+1 lap,19,,54,,16,21-abu-dhabi,,,,pirelli,2016
renault,jolyon-palmer,30,renault,+1 lap,15,,54,,17,21-abu-dhabi,,,5.000,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,,21,,41,,DNF,21-abu-dhabi,Collision damage,,,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,17,,14,,DNF,21-abu-dhabi,Gearbox,,,pirelli,2016
mclaren,jenson-button,22,honda,,12,,12,,DNF,21-abu-dhabi,Suspension,,,pirelli,2016
williams,valtteri-bottas,77,mercedes,,11,,6,,DNF,21-abu-dhabi,Suspension,,,pirelli,2016
renault,kevin-magnussen,20,renault,,18,,5,,DNF,21-abu-dhabi,Suspension,,,pirelli,2016
